,x0,carat,cut,color,clarity,x,y,z,depth,table,price
536,1,0.42,4,7,5,4.79,4.77,2.97,62.1,59.0,1040
537,1,1.03,4,7,5,6.53,6.49,4.02,61.8,57.0,5491
538,1,1.01,2,6,8,6.3,6.34,4.06,64.2,57.0,7293
539,1,1.21,4,1,4,6.93,6.88,4.19,60.8,58.0,3984
540,1,0.4,4,4,5,4.7,4.72,2.92,62.0,59.0,702
541,1,0.7,4,2,3,5.69,5.55,3.51,62.3,58.0,1107
543,1,0.54,4,3,7,5.22,5.19,3.26,62.6,59.0,1720
544,1,0.33,5,7,5,4.4,4.44,2.77,62.7,55.0,608
545,1,0.31,5,2,5,4.34,4.36,2.7,62.1,53.0,498
546,1,0.3,3,7,8,4.27,4.29,2.69,62.9,56.0,752
547,1,1.01,3,3,7,6.53,6.57,3.99,60.9,55.0,5687
549,1,0.41,2,6,5,4.73,4.75,3.01,63.5,55.0,654
550,1,1.23,5,5,8,6.89,6.84,4.24,61.8,56.0,11141
553,1,1.16,5,6,5,6.74,6.79,4.19,61.9,55.0,6755
555,1,1.0,5,2,7,6.49,6.52,3.93,60.4,55.0,5385
556,1,1.3,3,1,6,7.02,7.07,4.34,61.6,56.0,5832
559,1,1.74,4,1,6,7.62,7.54,4.7,61.9,62.0,8364
560,1,1.54,3,4,8,7.5,7.53,4.59,61.1,55.0,15225
561,1,0.38,5,6,9,4.62,4.66,2.9,62.4,53.2,1245
564,1,0.7,4,5,7,5.71,5.65,3.53,62.1,60.0,2792
565,1,1.21,5,3,5,6.91,6.83,4.2,61.1,57.0,6180
566,1,0.71,5,7,4,5.78,5.74,3.54,61.5,56.0,2633
567,1,0.53,5,7,8,5.21,5.24,3.22,61.6,56.0,3346
568,1,0.46,2,6,5,4.87,4.92,3.07,62.7,58.0,967
569,1,0.91,3,7,6,6.13,6.16,3.85,62.7,59.0,4720
571,1,0.42,5,4,7,4.8,4.84,2.98,61.8,56.0,921
573,1,0.24,5,4,10,3.99,4.01,2.47,61.7,56.0,559
574,1,0.4,2,5,7,4.65,4.68,2.94,63.0,62.0,883
576,1,0.92,4,2,5,6.3,6.25,3.81,60.7,58.0,3529
577,1,0.71,4,4,4,5.77,5.71,3.56,62.0,55.0,2362
579,1,1.01,3,6,9,6.39,6.36,4.02,63.1,57.0,10891
581,1,1.01,4,2,4,6.5,6.46,3.96,61.1,58.0,3874
582,1,0.31,3,4,6,4.37,4.41,2.59,59.0,60.0,544
583,1,0.26,5,3,8,4.08,4.1,2.53,61.8,55.7,478
584,1,0.4,5,6,9,4.78,4.75,2.92,61.3,56.0,1824
585,1,0.54,5,4,8,5.3,5.25,3.22,61.0,56.0,2090
586,1,0.71,4,6,6,5.71,5.61,3.52,62.2,59.0,3062
588,1,0.7,3,2,5,5.74,5.75,3.51,61.1,56.0,2021
589,1,0.3,3,6,6,4.28,4.32,2.66,61.9,61.0,658
590,1,0.46,5,2,9,4.96,4.99,3.07,61.7,57.0,974
591,1,1.16,5,3,5,6.66,6.61,4.26,64.2,59.0,5411
592,1,0.32,5,6,6,4.35,4.4,2.71,61.9,56.0,702
593,1,1.2,3,2,5,6.75,6.71,4.21,62.6,59.0,5522
594,1,0.73,5,2,5,5.8,5.75,3.58,62.0,56.0,2234
595,1,0.4,3,6,6,4.66,4.69,2.99,64.0,52.0,925
597,1,1.5,2,3,4,7.44,7.49,4.36,58.4,62.0,7714
598,1,0.32,5,2,4,4.39,4.42,2.72,61.7,55.0,371
601,1,0.77,3,6,6,5.94,6.01,3.61,60.4,58.0,3911
602,1,1.23,3,5,8,6.81,6.86,4.25,62.2,58.0,11382
603,1,0.74,3,3,7,5.74,5.77,3.56,61.9,59.1,2709
605,1,0.95,4,6,4,6.45,6.41,3.79,58.9,61.0,3907
606,1,0.74,5,6,7,5.82,5.8,3.61,62.1,53.0,3804
607,1,0.32,5,6,6,4.41,4.43,2.71,61.3,55.0,846
608,1,0.4,2,6,5,4.66,4.69,2.98,63.7,57.0,687
610,1,1.03,5,5,5,6.55,6.51,4.0,61.3,56.0,5595
611,1,1.01,4,3,4,6.4,6.34,3.92,61.5,60.0,4242
614,1,1.3,5,4,7,6.98,7.02,4.34,62.0,55.0,10038
615,1,0.42,4,4,6,4.83,4.89,2.89,59.5,59.0,847
616,1,0.29,5,3,10,4.25,4.28,2.65,62.2,55.0,607
617,1,0.32,5,2,9,4.38,4.34,2.72,62.4,55.0,756
618,1,1.21,3,3,6,6.95,6.99,4.12,59.1,59.0,7113
619,1,0.9,2,4,7,6.15,6.07,3.89,63.7,56.0,4460
621,1,1.55,4,3,4,7.41,7.37,4.58,62.0,56.0,7319
622,1,0.9,3,4,4,6.19,6.23,3.8,61.2,57.0,3391
624,1,0.74,5,5,5,5.85,5.81,3.56,61.0,57.0,2851
626,1,0.3,4,4,6,4.42,4.38,2.61,59.3,59.0,630
627,1,0.3,3,6,6,4.24,4.26,2.65,62.4,57.0,658
628,1,0.3,3,3,7,4.29,4.25,2.7,63.2,56.0,675
630,1,0.43,3,6,9,4.86,4.93,2.95,60.3,58.0,1433
631,1,1.17,5,3,6,6.73,6.71,4.19,62.4,58.0,6558
632,1,1.76,3,3,6,7.68,7.72,4.79,62.2,60.0,13503
635,1,0.59,5,6,5,5.39,5.36,3.3,61.4,56.0,1789
636,1,1.17,1,2,3,6.67,6.47,4.25,64.5,59.0,2336
637,1,0.35,5,6,6,4.56,4.52,2.79,61.5,55.0,984
638,1,0.3,5,6,8,4.32,4.35,2.69,62.1,54.0,742
639,1,1.5,5,2,6,7.26,7.31,4.56,62.6,57.0,9586
640,1,0.71,3,5,8,5.71,5.74,3.55,62.0,56.0,3612
641,1,0.7,4,1,6,5.63,5.59,3.48,62.0,62.0,1775
643,1,0.42,5,3,9,4.79,4.8,2.99,62.4,55.0,1068
644,1,1.23,5,3,3,6.92,6.87,4.25,61.6,55.0,3168
645,1,0.53,5,5,6,5.22,5.25,3.2,61.2,56.0,1655
646,1,0.73,5,7,5,5.78,5.82,3.56,61.4,56.0,2995
648,1,0.3,5,7,6,4.33,4.29,2.68,62.2,55.0,911
650,1,0.35,4,5,5,4.6,4.54,2.75,60.2,58.0,748
651,1,2.01,4,5,4,7.88,7.82,4.87,62.0,60.0,11903
652,1,0.62,1,6,7,5.66,5.57,3.29,58.8,67.0,2344
653,1,0.53,3,7,5,5.2,5.26,3.21,61.4,57.0,1631
654,1,1.04,5,3,5,6.51,6.47,4.07,62.7,54.0,4515
655,1,2.18,3,1,4,8.23,8.25,5.16,62.6,58.0,12853
657,1,0.45,5,4,10,4.96,4.97,3.05,61.4,56.0,1377
658,1,0.7,4,5,5,5.71,5.74,3.51,61.3,59.0,2161
659,1,0.33,3,4,5,4.42,4.45,2.73,61.6,57.0,492
660,1,0.31,5,3,8,4.35,4.37,2.68,61.5,56.0,625
661,1,0.42,4,6,4,4.91,4.87,2.94,60.1,58.0,838
662,1,0.28,3,6,9,4.3,4.33,2.57,59.6,59.0,642
665,1,0.31,5,6,9,4.34,4.37,2.68,61.5,56.0,853
666,1,1.5,4,3,4,7.22,7.3,4.52,62.3,60.0,8490
668,1,0.33,5,4,8,4.44,4.48,2.76,62.0,53.5,754
670,1,0.76,4,3,6,5.99,5.96,3.51,58.7,61.0,2622
673,1,1.08,4,6,6,6.71,6.68,3.98,59.4,59.0,7548
674,1,1.1,5,5,4,6.58,6.62,4.12,62.4,56.0,5596
675,1,0.4,5,6,7,4.74,4.77,2.91,61.2,57.0,1053
676,1,1.01,4,6,6,6.44,6.46,4.0,62.0,59.0,6666
677,1,1.2,4,3,7,6.98,6.93,4.07,58.5,61.0,6720
679,1,0.36,4,6,8,4.56,4.52,2.8,61.7,59.0,1102
680,1,0.26,4,6,9,4.09,4.12,2.5,60.9,59.0,635
681,1,1.01,5,1,5,6.4,6.35,4.01,62.9,56.0,3818
682,1,0.33,5,5,9,4.47,4.42,2.75,61.9,56.0,1021
683,1,2.01,5,3,4,8.04,8.07,5.04,62.5,53.9,14998
685,1,1.35,3,4,6,7.01,7.04,4.41,62.8,59.0,9302
686,1,0.38,4,5,4,4.67,4.61,2.83,61.0,61.0,770
687,1,0.79,4,3,4,5.98,5.94,3.67,61.6,58.0,1998
689,1,0.32,5,2,6,4.37,4.33,2.74,63.0,57.0,576
691,1,1.21,4,7,9,6.96,6.88,4.16,60.1,59.0,17192
693,1,1.71,3,1,7,7.6,7.69,4.73,61.9,59.0,10428
694,1,0.73,5,2,8,5.76,5.77,3.59,62.3,55.0,2496
695,1,1.13,4,4,7,6.91,6.84,4.03,58.6,59.0,7404
697,1,1.52,4,7,4,7.37,7.28,4.6,62.8,58.0,8631
699,1,0.77,3,7,6,5.86,5.91,3.6,61.2,59.0,3489
700,1,0.5,5,2,8,5.14,5.17,3.12,60.5,57.0,1640
701,1,0.71,5,5,4,5.72,5.74,3.56,62.1,54.0,2365
702,1,0.69,4,3,5,5.65,5.62,3.54,62.8,58.0,1822
703,1,1.25,4,4,9,6.96,6.87,4.29,62.0,58.0,7389
704,1,1.12,5,6,9,6.7,6.76,4.13,61.5,56.0,14407
706,1,0.3,5,4,7,4.31,4.33,2.67,61.8,56.0,624
707,1,0.5,4,7,6,5.21,5.15,3.12,60.2,57.0,1845
709,1,0.41,5,6,9,4.8,4.82,2.94,61.1,56.0,1745
710,1,1.01,5,6,6,6.43,6.46,3.97,61.6,57.0,7198
712,1,0.63,5,7,10,5.55,5.6,3.41,61.2,53.0,3832
713,1,1.0,3,7,6,6.37,6.32,4.03,63.5,57.0,6776
714,1,1.06,5,4,7,6.6,6.64,4.02,60.7,56.0,7594
715,1,1.03,4,4,4,6.56,6.5,3.91,59.9,60.0,4413
716,1,0.57,5,4,9,5.31,5.35,3.3,61.9,57.0,2217
717,1,0.74,5,5,5,5.8,5.76,3.61,62.5,56.0,2702
718,1,0.71,5,4,7,5.7,5.75,3.53,61.7,57.0,3431
719,1,0.7,3,6,4,5.73,5.65,3.59,63.1,54.0,2066
720,1,1.03,5,4,7,6.45,6.48,4.0,62.0,57.0,7119
721,1,0.34,5,2,6,4.51,4.55,2.77,61.1,55.0,495
722,1,0.84,5,1,6,6.09,6.12,3.73,61.1,57.0,2709
724,1,0.52,3,4,6,5.23,5.27,3.16,60.2,56.0,1446
725,1,1.2,3,4,4,6.76,6.79,4.26,62.9,54.0,5321
727,1,0.51,2,3,7,5.07,5.1,3.24,63.7,55.0,1438
728,1,0.79,4,3,4,5.99,5.96,3.61,60.4,61.0,2471
729,1,0.43,5,2,5,4.88,4.9,2.98,60.9,57.0,852
730,1,1.73,3,2,5,7.71,7.68,4.69,60.9,59.0,11554
731,1,0.9,5,3,5,6.17,6.23,3.81,61.5,57.0,3644
733,1,0.92,5,3,4,6.3,6.29,3.81,60.5,57.0,3854
738,1,0.33,1,5,8,4.37,4.3,2.85,65.7,54.0,693
739,1,0.7,2,3,3,5.89,5.8,3.36,57.4,63.0,1255
740,1,0.57,5,4,6,5.41,5.39,3.28,60.7,55.0,1613
741,1,1.03,1,6,3,5.72,5.59,4.42,78.2,54.0,1262
742,1,0.4,5,5,7,4.76,4.78,2.95,61.8,55.0,971
743,1,0.48,3,6,6,5.07,5.12,3.06,59.9,58.9,1320
746,1,0.31,3,3,6,4.32,4.27,2.71,63.1,58.0,628
747,1,2.13,3,4,4,8.27,8.34,5.11,61.5,57.0,15454
748,1,0.51,5,6,6,5.1,5.14,3.17,61.9,55.0,1675
749,1,0.33,5,5,6,4.4,4.42,2.73,61.9,57.0,666
752,1,1.0,4,5,4,6.38,6.35,3.89,61.1,61.0,4452
754,1,0.3,5,7,8,4.39,4.47,2.63,59.4,60.0,802
756,1,0.71,2,5,5,5.62,5.55,3.59,64.3,57.0,2125
759,1,0.73,5,7,4,5.72,5.75,3.58,62.4,56.0,2504
760,1,0.6,1,4,5,5.31,5.23,3.46,65.7,55.0,1197
762,1,0.39,5,2,8,4.67,4.72,2.91,62.0,56.0,750
763,1,0.31,5,6,6,4.36,4.33,2.68,61.7,55.0,872
764,1,1.52,5,3,5,7.38,7.48,4.56,61.4,55.0,10239
767,1,0.41,5,5,10,4.76,4.77,2.92,61.3,56.0,1439
768,1,0.31,5,6,5,4.31,4.34,2.7,62.4,57.0,544
769,1,0.76,5,6,4,5.85,5.88,3.64,62.1,56.0,2978
773,1,1.09,5,6,4,6.52,6.58,4.11,62.7,55.9,6852
774,1,0.5,5,7,5,5.07,5.1,3.12,61.4,58.0,1415
775,1,1.21,4,4,8,6.89,6.91,4.11,59.6,60.0,9370
776,1,1.0,4,6,4,6.3,6.23,3.94,62.9,61.0,3450
777,1,0.3,5,6,6,4.28,4.3,2.67,62.2,56.0,658
779,1,0.4,3,6,5,4.7,4.66,2.96,63.2,58.0,882
780,1,1.01,3,3,6,6.35,6.4,3.99,62.6,61.0,4821
781,1,1.33,5,3,5,7.14,7.2,4.31,60.1,57.0,7742
782,1,0.5,5,4,8,5.13,5.1,3.14,61.4,57.0,1935
783,1,0.9,2,7,4,6.07,6.11,3.89,63.9,60.0,3153
784,1,0.77,5,5,5,5.89,5.95,3.64,61.5,56.0,3108
785,1,1.01,2,6,5,6.35,6.31,4.06,64.1,59.0,4480
788,1,0.32,5,2,6,4.39,4.37,2.7,61.6,56.0,576
790,1,1.5,3,4,3,7.34,7.39,4.44,60.3,61.0,5808
792,1,0.65,5,1,5,5.56,5.59,3.46,62.1,54.0,1214
793,1,0.53,4,5,3,5.22,5.18,3.19,61.3,58.0,886
794,1,0.9,4,6,4,6.28,6.24,3.76,60.1,62.0,3804
796,1,1.01,4,4,5,6.54,6.5,3.91,60.0,58.0,5204
797,1,1.01,3,6,6,6.43,6.49,3.98,61.6,58.0,6754
798,1,0.31,4,4,6,4.36,4.32,2.67,61.5,59.0,698
799,1,0.9,2,4,6,6.02,6.06,3.8,62.9,62.0,3918
800,1,1.12,5,5,8,6.64,6.68,4.14,62.2,55.0,10949
803,1,0.46,1,4,5,4.88,4.8,3.07,63.4,68.0,911
806,1,0.82,3,5,5,5.85,5.92,3.76,63.9,56.9,3048
807,1,0.91,3,6,5,6.12,6.17,3.89,63.3,56.0,4191
809,1,0.3,5,4,5,4.29,4.36,2.64,61.0,58.0,477
810,1,0.72,3,7,5,5.74,5.78,3.54,61.5,58.0,3001
811,1,1.2,5,5,9,6.86,6.89,4.2,61.1,55.0,13088
812,1,0.41,4,2,9,4.75,4.81,2.94,61.5,59.0,863
813,1,1.22,4,4,5,6.84,6.74,4.28,63.0,57.0,6695
814,1,0.7,4,1,8,5.67,5.73,3.53,61.9,58.0,1843
816,1,0.92,4,3,5,6.19,6.22,3.87,62.4,58.0,3624
817,1,0.32,5,7,4,4.38,4.4,2.75,62.6,56.0,477
819,1,0.4,4,4,7,4.78,4.81,2.91,60.7,58.0,877
820,1,0.56,5,5,6,5.28,5.32,3.3,62.3,55.0,1608
821,1,0.57,4,4,6,5.3,5.27,3.28,62.1,57.0,1728
822,1,0.36,3,3,10,4.58,4.6,2.79,60.8,57.0,865
823,1,0.7,1,5,3,5.54,5.49,3.67,66.5,62.0,992
824,1,0.9,3,5,5,6.09,6.13,3.85,63.0,60.0,4232
826,1,0.3,3,4,7,4.27,4.25,2.69,63.1,59.0,776
827,1,0.32,4,4,6,4.39,4.34,2.71,62.1,60.0,720
828,1,2.25,3,3,4,8.49,8.38,5.16,61.2,63.0,14775
829,1,0.6,3,7,5,5.36,5.44,3.35,62.0,55.0,1777
830,1,0.54,4,5,5,5.36,5.3,3.18,59.7,59.0,1369
831,1,0.7,3,5,5,5.75,5.83,3.46,59.8,60.0,2196
832,1,0.63,3,4,7,5.57,5.62,3.35,59.9,57.0,2241
833,1,0.56,5,7,4,5.3,5.33,3.26,61.3,56.0,1243
835,1,0.51,2,7,5,5.07,5.02,3.2,63.4,59.0,1193
836,1,0.7,4,2,8,5.8,5.72,3.46,60.1,59.0,2352
839,1,1.51,4,2,5,7.31,7.27,4.5,61.7,60.0,9344
840,1,0.4,2,7,5,4.7,4.67,2.98,63.6,57.0,924
843,1,0.41,5,7,4,4.83,4.78,2.93,61.0,56.0,876
845,1,2.29,4,4,4,8.63,8.58,5.17,60.1,58.0,13711
846,1,2.01,5,3,4,8.04,7.95,5.02,62.8,57.0,14364
849,1,0.4,5,6,8,4.7,4.73,2.94,62.4,59.0,1166
850,1,0.27,5,5,9,4.1,4.14,2.57,62.5,56.0,760
852,1,0.5,1,4,7,4.98,4.94,3.22,64.9,57.0,1271
853,1,0.33,4,4,8,4.39,4.42,2.72,61.7,59.0,752
854,1,0.5,4,5,9,5.15,5.13,3.14,61.1,55.0,2081
855,1,1.09,4,5,7,6.67,6.63,4.05,60.9,58.0,8204
856,1,0.45,5,4,8,4.91,4.96,3.02,61.2,56.0,1135
857,1,0.85,4,7,4,6.23,6.21,3.64,58.5,60.0,3398
859,1,0.89,2,5,5,6.12,6.01,3.9,64.3,55.0,3663
860,1,0.51,5,4,8,5.14,5.12,3.16,61.6,56.0,1842
861,1,0.9,5,4,5,6.27,6.23,3.77,60.3,56.0,3780
863,1,0.3,3,1,6,4.26,4.22,2.69,63.4,57.0,473
864,1,1.22,5,4,6,6.83,6.91,4.26,62.0,55.0,7923
866,1,0.9,2,5,3,6.09,6.05,3.9,64.3,58.0,2143
868,1,0.34,5,6,7,4.45,4.5,2.74,61.2,57.0,805
869,1,0.5,4,6,5,5.09,5.15,3.19,62.3,58.0,1316
870,1,0.38,4,6,7,4.7,4.65,2.84,60.7,59.0,1069
871,1,0.8,4,4,4,5.99,5.96,3.67,61.4,56.0,2451
873,1,0.33,4,4,8,4.55,4.52,2.7,59.5,60.0,965
874,1,0.38,5,7,9,4.74,4.72,2.85,60.3,56.0,1915
875,1,0.26,3,6,6,4.06,4.1,2.58,63.2,56.0,453
876,1,0.4,3,6,5,4.67,4.71,2.91,62.0,61.0,687
877,1,1.2,5,5,6,6.71,6.76,4.22,62.7,57.0,9176
880,1,0.72,5,6,4,5.73,5.77,3.59,62.4,57.0,2355
881,1,0.9,4,6,5,6.19,6.17,3.75,60.7,61.0,3625
882,1,1.01,3,3,4,6.29,6.38,4.05,63.9,56.0,4023
883,1,0.34,4,7,5,4.42,4.46,2.77,62.4,58.0,626
888,1,1.3,3,6,8,7.05,7.11,4.28,60.5,58.0,13725
889,1,0.7,2,5,5,5.62,5.68,3.57,63.2,57.0,2401
890,1,0.38,3,5,6,4.61,4.66,2.87,61.9,59.0,800
893,1,1.2,5,1,7,6.81,6.76,4.19,61.8,55.0,5040
897,1,0.42,5,6,7,4.84,4.86,2.94,60.6,57.0,1177
898,1,0.72,5,6,5,5.76,5.7,3.57,62.3,57.0,2857
900,1,0.34,5,4,6,4.46,4.48,2.79,62.4,57.0,517
902,1,0.71,3,4,5,5.68,5.72,3.54,62.1,58.0,2206
903,1,0.35,4,5,6,4.45,4.51,2.78,62.1,60.0,706
904,1,1.25,3,3,4,6.87,6.81,4.32,63.2,60.0,4199
905,1,0.7,4,4,4,5.67,5.62,3.45,61.1,60.0,2177
907,1,0.56,4,5,5,5.31,5.34,3.24,60.8,58.0,1436
908,1,1.6,5,2,4,7.51,7.48,4.64,61.9,57.0,8530
909,1,0.4,4,7,4,4.8,4.83,2.91,60.4,59.0,666
910,1,1.0,5,1,4,6.49,6.38,3.94,61.2,56.0,2657
912,1,2.01,4,6,4,8.02,7.96,4.97,62.2,60.0,13387
913,1,0.5,4,6,5,5.09,5.01,3.1,61.4,59.0,1155
914,1,0.5,5,4,9,5.07,5.1,3.19,62.7,57.0,1966
915,1,2.03,4,2,6,8.22,8.17,4.96,60.5,62.0,16309
916,1,0.25,5,6,8,4.08,4.11,2.5,61.1,56.0,633
917,1,1.52,4,6,4,7.42,7.36,4.49,60.8,60.0,9193
919,1,0.39,5,1,4,4.64,4.69,2.92,62.6,54.0,451
920,1,0.5,4,7,5,5.11,5.04,3.08,60.7,59.0,1235
921,1,0.9,4,4,6,6.21,6.11,3.8,61.7,57.0,4637
922,1,0.52,5,1,5,5.15,5.17,3.17,61.4,56.4,896
924,1,0.9,3,5,4,6.27,6.34,3.8,60.3,57.0,3519
925,1,1.26,3,4,5,6.85,6.9,4.24,61.7,60.0,6733
927,1,1.7,4,6,4,7.76,7.66,4.61,59.8,59.0,9596
928,1,0.37,5,5,7,4.65,4.61,2.83,61.1,57.0,1041
930,1,1.21,5,2,9,6.88,6.8,4.21,61.6,55.0,7086
932,1,0.36,5,3,8,4.57,4.6,2.82,61.4,55.0,689
934,1,0.7,4,3,5,5.79,5.72,3.5,60.0,60.0,2331
936,1,0.57,5,4,6,5.4,5.37,3.27,60.7,56.0,1313
937,1,0.66,4,5,5,5.69,5.63,3.43,60.6,58.0,1802
938,1,1.09,4,4,6,6.74,6.7,4.01,59.7,58.0,6592
939,1,0.91,5,2,7,6.2,6.23,3.85,61.9,56.0,4022
941,1,1.07,4,4,6,6.67,6.63,3.98,59.8,58.0,5177
943,1,0.7,2,5,6,5.64,5.45,3.52,63.5,56.0,2212
946,1,0.23,3,3,8,4.0,4.04,2.38,59.2,61.0,389
947,1,0.32,5,3,7,4.4,4.42,2.73,61.9,55.0,561
948,1,0.84,3,6,4,6.02,6.09,3.76,62.1,58.0,3125
949,1,1.03,1,7,4,6.31,6.19,4.15,66.4,56.0,3743
950,1,0.31,5,7,7,4.33,4.35,2.69,62.0,57.0,673
952,1,0.38,5,7,7,4.66,4.63,2.89,62.2,57.0,1140
953,1,0.59,5,4,10,5.38,5.43,3.35,62.0,54.0,2444
956,1,0.55,5,4,5,5.23,5.27,3.25,61.9,57.0,1605
957,1,1.03,5,4,5,6.48,6.52,4.0,61.6,55.0,5518
958,1,1.21,3,5,5,6.92,6.96,4.18,60.2,60.0,7877
959,1,0.9,4,5,4,6.37,6.34,3.71,58.4,62.0,3629
960,1,0.4,5,4,4,4.82,4.76,2.91,60.6,56.0,870
962,1,1.35,3,2,6,6.97,7.05,4.35,62.1,62.0,6961
963,1,1.03,5,4,4,6.37,6.47,4.04,62.9,57.0,4290
964,1,1.04,2,3,3,6.35,6.42,4.08,63.9,58.0,3203
966,1,0.41,4,4,6,4.78,4.73,2.93,61.6,58.0,1061
967,1,0.7,3,4,5,5.66,5.75,3.52,61.7,56.0,2310
969,1,1.54,3,3,4,7.33,7.38,4.58,62.3,56.0,8301
970,1,1.74,5,7,4,7.9,7.84,4.7,59.7,55.0,9880
972,1,0.31,5,6,5,4.39,4.42,2.67,60.6,56.0,595
974,1,0.32,5,4,6,4.36,4.39,2.71,62.1,55.0,673
976,1,0.43,2,4,5,4.79,4.83,3.06,63.6,55.0,704
978,1,1.06,3,6,8,6.46,6.51,4.11,63.4,55.0,9680
980,1,0.31,5,2,10,4.34,4.4,2.68,61.3,57.0,652
981,1,0.91,4,4,4,6.2,6.17,3.79,61.3,60.0,3363
982,1,0.73,5,3,6,5.83,5.88,3.57,61.0,56.0,3164
983,1,0.42,5,2,9,4.83,4.79,3.0,62.4,57.0,945
984,1,0.32,5,4,10,4.4,4.42,2.73,61.9,54.0,918
985,1,1.15,5,4,4,6.7,6.74,4.19,62.4,56.0,4877
986,1,0.8,3,3,6,5.87,5.92,3.72,63.1,57.0,3235
987,1,1.27,3,2,4,6.99,7.04,4.19,59.7,57.0,5371
988,1,2.14,4,1,4,8.25,8.3,5.11,61.5,59.0,13205
992,1,1.5,5,3,4,7.27,7.31,4.58,62.8,55.0,8614
993,1,0.51,5,5,8,5.12,5.15,3.17,61.7,56.0,1998
994,1,1.12,4,4,6,6.71,6.61,4.15,62.3,59.0,6683
996,1,2.01,1,5,5,8.32,8.31,4.87,58.6,95.0,13387
997,1,0.77,4,5,6,5.85,5.87,3.64,62.1,59.0,3218
999,1,1.09,3,5,5,6.55,6.61,4.1,62.3,57.0,5570
1000,1,1.14,5,7,7,6.83,6.74,4.06,59.8,57.0,9193
1001,1,1.03,5,6,5,6.48,6.51,3.98,61.3,57.0,5476
1003,1,1.18,4,1,4,6.78,6.83,4.17,61.3,60.0,4197
1004,1,1.1,3,7,8,6.64,6.65,4.1,61.7,56.0,11132
1005,1,0.65,4,4,9,5.59,5.47,3.28,59.3,57.0,2510
1006,1,0.73,4,2,8,5.84,5.78,3.52,60.6,58.0,2519
1008,1,0.9,1,7,4,6.09,5.99,3.91,64.7,59.0,3205
1010,1,0.32,5,3,10,4.39,4.42,2.73,62.0,55.0,814
1011,1,0.91,4,6,7,6.11,6.08,3.83,62.8,60.0,4969
1014,1,1.02,5,3,5,6.56,6.58,3.93,59.8,58.0,5505
1015,1,0.65,3,5,5,5.62,5.54,3.35,60.0,63.0,1814
1016,1,1.57,4,7,5,7.44,7.39,4.62,62.3,59.0,12417
1017,1,0.9,5,4,6,6.14,6.2,3.86,62.6,57.0,4269
1020,1,2.1,5,2,4,8.2,8.22,5.08,61.9,56.0,15511
1021,1,0.36,5,4,9,4.58,4.6,2.85,62.1,56.0,884
1022,1,1.01,3,5,6,6.46,6.48,3.88,60.0,63.0,6598
1023,1,0.9,5,5,5,6.17,6.13,3.83,62.3,56.0,4103
1024,1,0.66,4,5,7,5.67,5.64,3.44,60.8,58.0,2368
1026,1,0.38,3,3,9,4.71,4.76,2.8,59.1,58.0,967
1027,1,1.27,2,1,7,6.8,6.85,4.33,63.4,60.0,5588
1028,1,0.3,2,4,10,4.26,4.28,2.71,63.5,55.0,895
1029,1,1.01,3,6,8,6.31,6.39,4.01,63.1,57.0,8849
1030,1,1.61,4,3,4,7.66,7.57,4.59,60.3,60.0,9167
1031,1,1.08,5,3,9,6.56,6.58,4.1,62.5,54.0,6961
1033,1,1.28,5,1,6,6.93,6.87,4.33,62.8,57.0,5795
1034,1,0.41,5,6,7,4.78,4.75,2.96,62.1,56.0,1153
1035,1,0.53,5,3,5,5.17,5.22,3.22,62.0,54.0,1205
1036,1,0.53,3,4,5,5.18,5.21,3.2,61.6,57.0,1336
1037,1,0.4,3,6,5,4.74,4.69,2.98,63.2,56.0,882
1039,1,0.81,5,6,4,6.0,5.96,3.71,62.0,55.0,2559
1041,1,0.55,5,4,5,5.26,5.31,3.24,61.3,56.0,1605
1042,1,0.4,5,6,8,4.74,4.78,2.94,61.8,55.0,1158
1044,1,0.74,5,5,5,5.79,5.85,3.62,62.2,54.0,2583
1045,1,0.5,4,7,6,5.03,5.08,3.14,62.1,58.0,1752
1046,1,0.41,2,6,4,4.69,4.73,2.99,63.5,55.0,638
1047,1,0.5,4,6,5,5.17,5.09,3.15,61.4,58.0,1155
1048,1,1.06,3,4,7,6.51,6.56,4.05,62.0,58.0,7003
1050,1,0.28,5,6,8,4.16,4.2,2.61,62.4,56.0,646
1051,1,1.2,5,4,7,6.8,6.78,4.24,62.4,57.0,8701
1052,1,0.23,3,5,6,4.02,4.07,2.39,59.1,59.0,402
1053,1,1.64,4,5,5,7.65,7.59,4.67,61.3,58.0,12821
1054,1,1.01,2,5,4,6.2,6.25,4.04,64.9,60.0,4140
1055,1,2.01,4,5,4,8.14,8.07,4.97,61.3,58.0,14067
1056,1,0.5,3,6,4,5.08,5.13,3.13,61.3,56.0,1154
1058,1,0.39,4,4,6,4.69,4.65,2.91,62.3,59.0,1009
1059,1,0.34,2,4,6,4.66,4.6,2.66,57.5,61.0,714
1060,1,0.31,4,5,6,4.3,4.34,2.68,62.0,60.0,625
1061,1,0.3,4,5,6,4.27,4.22,2.64,62.2,60.0,776
1063,1,0.2,4,6,6,3.81,3.78,2.24,59.0,60.0,367
1066,1,0.3,4,1,5,4.27,4.21,2.66,62.7,59.0,450
1067,1,0.5,3,5,7,5.18,5.2,3.05,58.8,60.0,1657
1068,1,1.26,5,7,6,6.9,6.85,4.3,62.5,57.0,8256
1070,1,0.32,5,5,6,4.35,4.38,2.71,62.1,57.0,645
